URL,Response,Type
https://www.rentalhomes.com,200,Internal
http://lefttravel.com,200,External
https://www.instagram.com/lefttravel/,200,External
https://twitter.com/findarental,200,External
https://www.facebook.com/RentalHomesCom/,200,External
https://blog.rentalhomes.com,200,External
